c3_1,c3_2,d3_1,d3_2,e3_1,e3_2,f3_1,f3_2,g3_1,g3_2,a3_1,a3_2,b3_1,b3_2,d-3_1,d-3_2,d-3_3,e-3_1,e-3_2,e-3_3,g-3_1,g-3_2,g-3_3,a-3_1,a-3_2,a-3_3,b-3_1,b-3_2,b-3_3
0.004517,0.000946,0.02362,-0.002045,0.09357,0.0631,0.04004,0.0353,-0.004486,-0.00931,-0.02832,-0.001556,-0.02264,0.02795,-0.010864,-0.0007324,-0.00806,0.0004883,-0.001617,-0.002441,-0.003265,0.0007324,0.001801,-0.003845,-0.0001831,0.0001831,-0.000885,-0.0002441,-0.0003967
0.001007,-0.0002441,0.02979,0.014404,0.0864,0.0535,0.03824,0.0386,-0.004547,-0.00897,-0.02765,-0.0003967,-0.02332,0.010345,-0.010925,-0.0003662,-0.00775,0.00058,-0.001892,-0.004883,-0.003021,0.000702,0.00119,-0.003296,-0.0002747,0.0002747,-0.000824,-0.000519,-0.0007324
-0.003143,-0.002014,0.03012,0.03058,0.0757,0.0412,0.0342,0.03973,-0.00473,-0.00842,-0.02359,0.001312,-0.022,-0.011475,-0.01007,-6.104e-05,-0.007294,0.0007324,-0.002167,-0.007202,-0.002594,0.000641,0.0003357,-0.002747,-0.0003052,0.0004272,-0.0006714,-0.0007324,-0.000946
-0.007507,-0.004242,0.02643,0.04468,0.05646,0.02774,0.02829,0.03943,-0.004883,-0.00815,-0.01755,0.003601,-0.0198,-0.03436,-0.00867,0.0001221,-0.006622,0.000885,-0.002533,-0.00873,-0.002258,0.0007324,-0.000977,-0.00235,-0.0002747,0.0006714,-0.0004883,-0.0007324,-0.001068
-0.011444,-0.006866,0.0187,0.05518,0.03088,0.01407,0.02133,0.03766,-0.004578,-0.00699,-0.010345,0.00647,-0.01624,-0.0548,-0.006744,0.0003052,-0.0058,0.001068,-0.002777,-0.00937,-0.002014,0.0008545,-0.002197,-0.002106,-0.0003357,0.000885,-0.0003662,-0.000641,-0.00116
-0.01462,-0.00952,0.011536,0.06036,0.001312,0.003082,0.01401,0.03467,-0.003723,-0.004974,-0.003601,0.00946,-0.01224,-0.07007,-0.0047,0.0003967,-0.0047,0.001007,-0.003021,-0.00952,-0.001831,0.000977,-0.003296,-0.002014,-0.0002747,0.001068,-0.0002441,-0.0007324,-0.00119
-0.017,-0.01184,0.005188,0.0593,-0.0286,-0.00717,0.006927,0.03067,-0.002167,-0.002289,0.001221,0.01251,-0.00882,-0.07825,-0.002869,0.0004272,-0.003204,0.000946,-0.003296,-0.00955,-0.0017395,0.001038,-0.00418,-0.001984,-0.0002747,0.001007,-9.155e-05,-0.0006714,-0.001404
-0.01855,-0.013824,0.0009155,0.05234,-0.05255,-0.01694,0.0004883,0.0257,-9.155e-05,0.001678,0.002594,0.01492,-0.007233,-0.07947,-0.001373,0.0003357,-0.001526,0.000763,-0.00354,-0.00983,-0.00177,0.000977,-0.00482,-0.001801,-0.0002136,0.000885,-6.104e-05,-0.0005493,-0.001404
-0.01947,-0.01526,-0.0001526,0.04053,-0.07227,-0.02515,-0.004944,0.02008,0.00235,0.00537,0.0002136,0.01639,-0.008575,-0.0758,-0.0004272,0.0001526,-6.104e-05,0.000702,-0.003723,-0.01044,-0.002014,0.000885,-0.00534,-0.001556,-0.0001221,0.0006104,6.104e-05,-0.0005493,-0.001434
-0.02002,-0.0159,0.0,0.02579,-0.08215,-0.0385,-0.00928,0.01419,0.004944,0.00833,-0.006104,0.01663,-0.01282,-0.0693,0.0004272,-9.155e-05,0.0006104,0.0007935,-0.003876,-0.01065,-0.002228,0.000702,-0.00589,-0.001282,-0.0001221,0.0003357,9.155e-05,-0.0002747,-0.001251
-0.02023,-0.01605,0.001801,0.009796,-0.0835,-0.0515,-0.01236,0.0083,0.00784,0.01056,-0.015015,0.01593,-0.01941,-0.06052,0.001282,-0.0004578,3.05e-05,0.000763,-0.003845,-0.01016,-0.00241,0.000519,-0.006622,-0.000977,-0.0001526,6.104e-05,0.0001526,-0.0001831,-0.000946
-0.02014,-0.01553,0.002106,-0.00653,-0.0798,-0.06198,-0.01425,0.002686,0.01068,0.01196,-0.0242,0.01456,-0.02692,-0.04947,0.002258,-0.000824,-0.001312,0.000641,-0.003632,-0.00885,-0.002533,0.0003357,-0.007294,-0.0007324,-0.0001221,-3.05e-05,0.0002136,-6.104e-05,-0.0006714
-0.0195,-0.01477,6.104e-05,-0.02206,-0.069,-0.0659,-0.01523,-0.002594,0.013336,0.0137,-0.0325,0.01288,-0.03275,-0.0359,0.003387,-0.001251,-0.002838,0.0003967,-0.003387,-0.007233,-0.002441,0.0002747,-0.00772,-0.0006104,-6.104e-05,-6.104e-05,0.0001526,-9.155e-05,-0.0002136
-0.01782,-0.013824,-0.002136,-0.03687,-0.05542,-0.0591,-0.01532,-0.007324,0.01575,0.01569,-0.03836,0.0108,-0.03293,-0.0195,0.004333,-0.001587,-0.003845,9.155e-05,-0.003143,-0.005524,-0.00238,0.0001526,-0.007782,-0.0006104,3.05e-05,3.05e-05,0.0002136,-9.155e-05,0.0001221
-0.01538,-0.0126,-0.005066,-0.05066,-0.0402,-0.04953,-0.01465,-0.011475,0.01758,0.01831,-0.0426,0.007996,-0.0257,-0.0008545,0.004883,-0.002045,-0.003998,-0.0002441,-0.00296,-0.003784,-0.002228,0.0,-0.007385,-0.000641,0.0001221,0.0002136,0.0003052,-3.05e-05,0.0003967
-0.01251,-0.011444,-0.005646,-0.063,-0.02502,-0.03284,-0.013336,-0.01477,0.01859,0.02118,-0.046,0.004547,-0.01111,0.01852,0.00476,-0.002441,-0.003265,-0.0003662,-0.002869,-0.002014,-0.002045,-0.0001526,-0.00659,-0.000702,0.0001831,0.0003662,0.0003357,0.0001221,0.0005493
-0.009735,-0.01044,-0.004395,-0.073,-0.0116,-0.01578,-0.011566,-0.01709,0.01855,0.02374,-0.04773,0.000519,0.00827,0.0369,0.003784,-0.002808,-0.00238,-0.0003357,-0.002716,6.104e-05,-0.001953,-0.0002747,-0.005554,-0.000824,0.0002136,0.000519,0.0003052,0.0003967,0.000824
-0.00897,-0.0094,-0.00235,-0.0792,0.000702,-0.003387,-0.009186,-0.01828,0.01749,0.02567,-0.04758,-0.003784,0.0278,0.05164,0.002197,-0.003143,-0.001862,-0.0001831,-0.002502,0.002625,-0.001892,-0.0004883,-0.004517,-0.0006714,0.0002441,0.000641,0.0002747,0.0006104,0.001068
-0.01022,-0.00885,0.001007,-0.0808,0.01053,0.00867,-0.00653,-0.01822,0.01538,0.02548,-0.04437,-0.00833,0.04306,0.05984,0.0003967,-0.003448,-0.002106,-0.0001221,-0.002289,0.00525,-0.001862,-0.0007935,-0.003479,-0.0002747,0.0001831,0.0007324,0.0001221,0.000824,0.001404
-0.01303,-0.008606,0.00241,-0.0773,0.01837,0.01538,-0.003815,-0.017,0.012634,0.02371,-0.03723,-0.0126,0.0516,0.0596,-0.001099,-0.003845,-0.003204,-9.155e-05,-0.001801,0.007446,-0.001862,-0.00116,-0.002441,0.0001526,0.0001221,0.0007935,0.0,0.000977,0.001709
-0.01611,-0.00879,0.002472,-0.06866,0.0245,0.01898,-0.001404,-0.01483,0.00943,0.02026,-0.02621,-0.01624,0.05264,0.05045,-0.001923,-0.00421,-0.00461,-0.0001831,-0.001404,0.00864,-0.001831,-0.001556,-0.001434,0.000702,3.05e-05,0.000824,-0.0002136,0.001007,0.001953
-0.018,-0.00922,0.001221,-0.05603,0.02863,0.0192,0.0004578,-0.01224,0.006104,0.015076,-0.012726,-0.01904,0.0464,0.0338,-0.001923,-0.004425,-0.00598,-0.0003357,-0.001099,0.0087,-0.001801,-0.001953,-0.0004272,0.00116,-9.155e-05,0.0008545,-0.0003662,0.001099,0.002167
-0.01901,-0.00989,-0.002106,-0.04056,0.03113,0.01599,0.001495,-0.009674,0.002747,0.00906,0.00238,-0.02103,0.03342,0.01254,-0.001282,-0.00464,-0.00702,-0.0003967,-0.0007935,0.007812,-0.0017395,-0.00238,0.0004883,0.001373,-0.0001831,0.000885,-0.000519,0.001129,0.00235
-0.01804,-0.0105,-0.00586,-0.0239,0.03021,0.01236,0.001495,-0.007965,-0.0002747,0.00296,0.01797,-0.02188,0.01459,-0.009766,-0.0004272,-0.00479,-0.007507,-0.0004272,-0.0004883,0.00656,-0.001556,-0.002686,0.001221,0.001434,-0.0002747,0.001038,-0.0006104,0.001282,0.002625
-0.01581,-0.010925,-0.01041,-0.007812,0.02646,0.006866,0.0006104,-0.007446,-0.003021,-0.003113,0.0337,-0.0216,-0.007446,-0.0293,0.0001221,-0.004944,-0.007812,-0.0003967,-0.0002441,0.005615,-0.001495,-0.002869,0.001801,0.001282,-0.0003052,0.001129,-0.0007935,0.001404,0.002838
-0.01358,-0.010864,-0.01465,0.006104,0.02118,0.002258,-0.000763,-0.00824,-0.00528,-0.00894,0.04834,-0.02051,-0.02942,-0.04333,-9.155e-05,-0.004974,-0.00815,-0.0003967,0.0,0.005127,-0.001404,-0.00296,0.002136,0.00119,-0.0003662,0.001221,-0.000885,0.001495,0.003052
-0.01099,-0.010376,-0.01721,0.01666,0.01483,-0.0004578,-0.002197,-0.00955,-0.00702,-0.01413,0.0602,-0.01822,-0.0477,-0.05118,-0.001007,-0.005035,-0.008606,-0.000519,0.0001831,0.004913,-0.001251,-0.002838,0.00235,0.001038,-0.0003967,0.001282,-0.001038,0.001465,0.003113
-0.00906,-0.00946,-0.01965,0.02377,0.00992,-0.001465,-0.003265,-0.01062,-0.00827,-0.018,0.0686,-0.01483,-0.05923,-0.0532,-0.002594,-0.005127,-0.00925,-0.00058,0.0003662,0.004395,-0.001129,-0.002655,0.002594,0.000977,-0.0004883,0.001282,-0.001221,0.001251,0.00296
-0.008026,-0.00815,-0.02057,0.02759,0.006012,0.0,-0.003784,-0.01071,-0.00906,-0.02069,0.0723,-0.01053,-0.06335,-0.05026,-0.004272,-0.005188,-0.00992,-0.00058,0.0004272,0.003632,-0.0008545,-0.002228,0.002686,0.001007,-0.0005493,0.001099,-0.001404,0.001129,0.002625
-0.007935,-0.006683,-0.02097,0.02866,0.003174,0.0001831,-0.003601,-0.00937,-0.00949,-0.02185,0.0708,-0.006073,-0.0611,-0.0433,-0.005493,-0.005157,-0.01047,-0.0004578,0.0003967,0.00241,-0.0004578,-0.001892,0.002808,0.000946,-0.000641,0.0008545,-0.001617,0.000885,0.002258
-0.00867,-0.005096,-0.0232,0.0274,0.001404,-0.0001221,-0.002594,-0.006683,-0.00958,-0.0216,0.0641,-0.001892,-0.05438,-0.03333,-0.006134,-0.005005,-0.0108,-0.0002441,0.0003662,0.001007,0.0,-0.001465,0.003052,0.0007935,-0.000763,0.00058,-0.001831,0.0007324,0.001953
-0.00952,-0.003479,-0.02518,0.02463,-0.0003357,-0.000946,-0.000824,-0.002838,-0.00952,-0.02039,0.054,0.001709,-0.04504,-0.02115,-0.006042,-0.004852,-0.01083,-3.05e-05,0.00058,-0.0001831,0.0004883,-0.0009155,0.003326,0.0004883,-0.000824,0.0003357,-0.002045,0.0004578,0.001709
-0.01056,-0.001953,-0.02704,0.02075,-0.001465,-0.001953,0.0017395,0.001953,-0.00928,-0.01868,0.0404,0.00421,-0.0339,-0.007904,-0.005585,-0.004547,-0.01041,-6.104e-05,0.0007324,-0.0007935,0.001007,-0.0003967,0.003723,0.0001526,-0.0009155,0.0002136,-0.002136,0.0001831,0.001373
-0.01129,-0.000519,-0.02594,0.01611,-0.002655,-0.000977,0.004944,0.007294,-0.00885,-0.01624,0.02475,0.00534,-0.02066,0.005554,-0.004974,-0.004242,-0.00928,-0.0003052,0.000977,-0.0009155,0.001495,0.0001221,0.00415,-0.0002136,-0.000977,6.104e-05,-0.002228,-0.0001831,0.001038
-0.01163,0.0006714,-0.02164,0.01102,-0.003784,0.0002136,0.008514,0.012634,-0.0083,-0.01279,0.0087,0.00525,-0.005554,0.01843,-0.00467,-0.003845,-0.007416,-0.0004578,0.001282,-0.000977,0.001801,0.0007324,0.004883,-0.0006714,-0.001007,9.155e-05,-0.002197,-0.00058,0.000641
-0.0116,0.001801,-0.01526,0.0054,-0.00476,0.002472,0.01181,0.01776,-0.007324,-0.00879,-0.005646,0.00412,0.01114,0.02979,-0.004883,-0.003418,-0.005096,-0.0006714,0.001434,-0.001099,0.002045,0.00119,0.005676,-0.0009155,-0.001129,6.104e-05,-0.002197,-0.000946,9.155e-05
-0.01129,0.002777,-0.005157,-0.0006714,-0.00644,0.005493,0.014496,0.02255,-0.006012,-0.004578,-0.01788,0.001495,0.02777,0.0384,-0.005707,-0.00299,-0.002747,-0.0007324,0.001373,-0.001312,0.002136,0.0017395,0.006348,-0.001038,-0.00119,-3.05e-05,-0.002167,-0.001251,-0.0003357
-0.01117,0.003448,0.005035,-0.006866,-0.00839,0.00702,0.01614,0.02661,-0.004547,-0.000641,-0.02902,-0.00177,0.04208,0.0426,-0.00699,-0.002594,-0.0009155,-0.00058,0.001373,-0.001373,0.002258,0.002258,0.006927,-0.001129,-0.001221,-9.155e-05,-0.002136,-0.001465,-0.000885
-0.01138,0.003906,0.014496,-0.01242,-0.01056,0.008514,0.01666,0.02985,-0.002747,0.002808,-0.03778,-0.005432,0.05176,0.04135,-0.00821,-0.002228,9.155e-05,-0.0004272,0.001282,-0.001343,0.002228,0.002625,0.007233,-0.001099,-0.001282,-0.0001526,-0.002136,-0.001648,-0.001282
-0.01184,0.003967,0.02295,-0.01685,-0.012665,0.00827,0.01593,0.03183,-0.000946,0.005066,-0.047,-0.00958,0.05472,0.03494,-0.00891,-0.001831,0.0003662,-0.0003052,0.001221,-0.001343,0.002106,0.00299,0.007446,-0.001343,-0.001312,-0.0003052,-0.002136,-0.001831,-0.001678
-0.01254,0.003723,0.02829,-0.0198,-0.013824,0.006348,0.01428,0.03217,0.000885,0.006805,-0.0581,-0.013,0.04947,0.02481,-0.00885,-0.001495,6.104e-05,-0.0003052,0.00119,-0.001526,0.001923,0.003204,0.007355,-0.001556,-0.001343,-0.0004883,-0.002045,-0.002075,-0.001984
-0.01312,0.003082,0.03076,-0.02072,-0.01431,0.00357,0.01193,0.03061,0.002716,0.00818,-0.0689,-0.01526,0.03583,0.0137,-0.008026,-0.00119,-0.0002441,-0.0003662,0.001038,-0.002289,0.001495,0.003296,0.00708,-0.001923,-0.001343,-0.000763,-0.001984,-0.002258,-0.00238
-0.013794,0.002136,0.02911,-0.02005,-0.0141,-0.000885,0.00897,0.0271,0.004395,0.00906,-0.07635,-0.01605,0.015594,0.003845,-0.00647,-0.000946,-0.0001526,-0.0004272,0.0009155,-0.00351,0.001038,0.003265,0.006775,-0.002228,-0.001373,-0.000977,-0.001892,-0.002563,-0.002563
-0.014404,0.001007,0.02435,-0.01843,-0.01367,-0.00531,0.0054,0.02191,0.00592,0.01019,-0.0806,-0.015564,-0.00867,-0.00406,-0.00479,-0.0007324,0.0003052,-0.0004578,0.000763,-0.004913,0.0004272,0.003143,0.006195,-0.00238,-0.001312,-0.001099,-0.001709,-0.002747,-0.002777
-0.01471,-0.0001221,0.01721,-0.01639,-0.01364,-0.009705,0.001526,0.015594,0.007263,0.01132,-0.08044,-0.01315,-0.0334,-0.01004,-0.003326,-0.0005493,0.000946,-0.0003357,0.00058,-0.006042,-0.0001221,0.00299,0.005432,-0.002502,-0.001251,-0.001312,-0.001495,-0.002747,-0.002838
-0.01471,-0.00116,0.00787,-0.01465,-0.01407,-0.01358,-0.002625,0.00867,0.00833,0.012634,-0.07544,-0.00989,-0.0546,-0.01471,-0.002441,-0.0004883,0.001526,-0.0001221,0.0003662,-0.00653,-0.000763,0.002777,0.004425,-0.002502,-0.001221,-0.001434,-0.00119,-0.002625,-0.002747
-0.01416,-0.001953,-0.001617,-0.013306,-0.01514,-0.01605,-0.006683,0.001923,0.00906,0.0137,-0.0682,-0.006256,-0.0691,-0.0187,-0.001953,-0.0004272,0.001617,3.05e-05,9.155e-05,-0.006287,-0.001404,0.002533,0.003265,-0.00241,-0.00116,-0.001495,-0.001038,-0.002441,-0.002563
-0.01312,-0.00238,-0.01044,-0.01297,-0.01657,-0.01773,-0.01022,-0.004272,0.00946,0.0137,-0.05933,-0.00177,-0.07513,-0.0216,-0.001892,-0.0003967,0.001343,0.0002441,-9.155e-05,-0.005615,-0.001801,0.002228,0.001984,-0.002289,-0.001038,-0.001617,-0.000763,-0.002228,-0.00241
-0.0116,-0.00238,-0.01721,-0.01346,-0.01804,-0.01862,-0.01288,-0.00946,0.00955,0.01288,-0.05112,0.002441,-0.07294,-0.02289,-0.001862,-0.0005493,0.000824,0.0003967,-0.0002747,-0.004974,-0.002167,0.001923,0.000763,-0.002289,-0.001099,-0.001678,-0.0006104,-0.002106,-0.002228
-0.00964,-0.001892,-0.0216,-0.01453,-0.01907,-0.01956,-0.01453,-0.01373,0.00943,0.01083,-0.0443,0.006348,-0.06384,-0.0221,-0.001526,-0.0007324,0.0001831,0.0006104,-0.0006104,-0.004547,-0.00241,0.001648,-0.0002136,-0.002258,-0.0009155,-0.001801,-0.0004883,-0.001831,-0.002075
-0.0076,-0.001038,-0.02423,-0.0162,-0.0185,-0.02057,-0.01495,-0.01715,0.00903,0.00867,-0.03912,0.00937,-0.0493,-0.01959,-0.000641,-0.000977,-0.0003662,0.000824,-0.000977,-0.004425,-0.002472,0.001282,-0.001221,-0.002258,-0.000824,-0.001923,-0.0003052,-0.001648,-0.001831
-0.005493,0.0002136,-0.02444,-0.01831,-0.01624,-0.02063,-0.01404,-0.01956,0.008514,0.00653,-0.03473,0.01126,-0.03146,-0.01575,0.00058,-0.001221,-0.0009155,0.001038,-0.001221,-0.00418,-0.002563,0.001007,-0.00232,-0.002136,-0.000702,-0.002075,-9.155e-05,-0.001495,-0.001587
-0.003418,0.001862,-0.02313,-0.02023,-0.012115,-0.01959,-0.01196,-0.0209,0.007904,0.004944,-0.0286,0.012665,-0.01233,-0.0112,0.002167,-0.001556,-0.001495,0.001099,-0.001404,-0.003845,-0.002563,0.0006714,-0.003235,-0.001953,-0.000641,-0.002258,0.0001221,-0.001129,-0.001282
-0.001495,0.003693,-0.02048,-0.02145,-0.006317,-0.01624,-0.009125,-0.02109,0.00705,0.004913,-0.01984,0.013214,0.006348,-0.006775,0.003754,-0.0017395,-0.002014,0.00119,-0.001495,-0.003204,-0.002594,0.0003357,-0.00418,-0.001709,-0.00058,-0.00235,0.0002441,-0.000824,-0.000977
0.0003357,0.005676,-0.01642,-0.02164,0.0003967,-0.01047,-0.00589,-0.02026,0.006165,0.0058,-0.00824,0.01318,0.0232,-0.002716,0.004974,-0.001831,-0.002441,0.001099,-0.001434,-0.002441,-0.002655,0.0,-0.005035,-0.001434,-0.0004578,-0.00232,0.0004578,-0.0004883,-0.0006714
0.001923,0.00769,-0.01184,-0.02087,0.00766,-0.002655,-0.002472,-0.01837,0.005188,0.00763,0.006348,0.012054,0.0374,0.000641,0.005768,-0.001984,-0.002594,0.0009155,-0.001373,-0.001709,-0.002777,-0.0003357,-0.005493,-0.001038,-0.0003967,-0.002197,0.000641,-9.155e-05,-0.0003967
0.003265,0.009705,-0.006775,-0.01898,0.01465,0.006927,0.000885,-0.01566,0.00421,0.009796,0.02167,0.00943,0.0488,0.003387,0.0058,-0.002014,-0.00241,0.0007935,-0.001251,-0.00116,-0.002808,-0.0006104,-0.005737,-0.000641,-0.0003662,-0.001984,0.000763,0.0002136,-0.0002441
0.00415,0.011475,-0.001526,-0.01581,0.021,0.01657,0.003998,-0.0123,0.003082,0.011536,0.0337,0.00583,0.0564,0.005066,0.00531,-0.002075,-0.002197,0.000763,-0.00119,-0.000824,-0.002777,-0.0009155,-0.005737,-0.0002747,-0.0003052,-0.0017395,0.000885,0.0005493,-3.05e-05
0.004578,0.01291,0.003876,-0.011505,0.0264,0.02542,0.006927,-0.00876,0.001923,0.01257,0.0394,0.001068,0.0591,0.006226,0.004364,-0.002197,-0.002014,0.0009155,-0.00119,-0.0004578,-0.002747,-0.001221,-0.005646,9.155e-05,-0.0002747,-0.001373,0.000977,0.0007935,9.155e-05
0.00473,0.0141,0.00937,-0.006012,0.03064,0.03238,0.009735,-0.005157,0.000763,0.012695,0.03772,-0.00461,0.056,0.006958,0.003326,-0.00232,-0.002228,0.001038,-0.001068,0.0003052,-0.002655,-0.001312,-0.005585,0.0004883,-0.0002136,-0.001099,0.000946,0.000977,0.0003357
0.00461,0.0148,0.01434,0.000702,0.03384,0.0368,0.01239,-0.001648,-0.000519,0.01196,0.03156,-0.009766,0.04694,0.00653,0.002197,-0.00241,-0.0029,0.00116,-0.001038,0.001221,-0.002472,-0.001434,-0.005676,0.0009155,-0.0001831,-0.000946,0.000885,0.001221,0.0005493
0.004486,0.015015,0.01819,0.00873,0.03613,0.03918,0.01474,0.001678,-0.002045,0.01047,0.02438,-0.0148,0.03366,0.005585,0.00116,-0.002441,-0.003754,0.001099,-0.0008545,0.002289,-0.002289,-0.001465,-0.005737,0.001465,-9.155e-05,-0.000763,0.0009155,0.001221,0.000702
0.004333,0.01495,0.0203,0.01749,0.03717,0.03958,0.01675,0.005157,-0.003601,0.00815,0.01862,-0.01843,0.01855,0.00467,0.0002441,-0.002502,-0.00461,0.001007,-0.000824,0.00293,-0.002228,-0.001556,-0.005707,0.001984,-3.05e-05,-0.00058,0.0008545,0.001251,0.0008545
0.004364,0.01453,0.0199,0.02646,0.03677,0.03812,0.01819,0.008606,-0.004883,0.005066,0.014984,-0.01965,0.003998,0.00415,-0.000519,-0.002472,-0.004913,0.000946,-0.0007324,0.003113,-0.002136,-0.001556,-0.005554,0.002533,9.155e-05,-0.0004578,0.000824,0.001282,0.000885
0.004852,0.013916,0.0174,0.0348,0.03412,0.0352,0.01877,0.012085,-0.006042,0.001251,0.014404,-0.01996,-0.00818,0.004852,-0.001404,-0.00241,-0.00479,0.000885,-0.000641,0.002869,-0.002075,-0.001556,-0.005127,0.00299,0.0001831,-0.0002441,0.000763,0.001373,0.000946
0.005585,0.01312,0.013214,0.04156,0.02823,0.0304,0.01855,0.01529,-0.006866,-0.002838,0.01657,-0.01813,-0.01743,0.007538,-0.00241,-0.00238,-0.004456,0.000885,-0.0004578,0.00241,-0.001923,-0.001587,-0.00473,0.003265,0.0002136,3.05e-05,0.000641,0.001434,0.001068
0.00656,0.0123,0.008484,0.04593,0.01923,0.02374,0.01749,0.01785,-0.007324,-0.006622,0.01917,-0.0148,-0.0238,0.01196,-0.003662,-0.00235,-0.00418,0.0009155,-0.0003052,0.001984,-0.001801,-0.001526,-0.00409,0.003326,0.0002441,0.0002441,0.0005493,0.001465,0.00119
0.00757,0.011475,0.004303,0.04715,0.00766,0.01523,0.01553,0.01978,-0.0076,-0.00949,0.02151,-0.01102,-0.02759,0.01761,-0.005035,-0.00238,-0.00415,0.0009155,-0.0001831,0.001801,-0.001587,-0.001343,-0.003448,0.003204,0.0003052,0.0004272,0.0003357,0.001526,0.001282
0.0083,0.01062,0.001129,0.04492,-0.004578,0.00537,0.01315,0.02097,-0.0076,-0.01071,0.02228,-0.006622,-0.02881,0.02316,-0.006226,-0.002472,-0.004547,0.000824,9.155e-05,0.001678,-0.001251,-0.001038,-0.002747,0.003021,0.0003967,0.00058,0.0001831,0.001404,0.001312
0.00876,0.00995,-0.0004272,0.03946,-0.01605,-0.005127,0.01041,0.02167,-0.00763,-0.010376,0.02066,-0.003143,-0.02744,0.02737,-0.00705,-0.002533,-0.005127,0.000702,0.0002136,0.001526,-0.0008545,-0.000641,-0.001953,0.00296,0.0003967,0.000702,-9.155e-05,0.001312,0.001373
0.00879,0.00946,-0.0007935,0.03107,-0.02576,-0.01566,0.00769,0.02225,-0.007477,-0.008575,0.0181,-0.0001831,-0.02356,0.0289,-0.007294,-0.002655,-0.005676,0.0004883,0.0002441,0.001129,-0.0004578,-3.05e-05,-0.001068,0.00293,0.0004272,0.000702,-0.0002747,0.00116,0.001343
0.008545,0.00934,-0.0006714,0.02057,-0.0322,-0.02496,0.00528,0.02274,-0.007416,-0.00586,0.01727,0.002167,-0.01797,0.02756,-0.00699,-0.002716,-0.006012,0.0003662,0.0002747,0.0004578,-3.05e-05,0.00058,9.155e-05,0.00299,0.0004578,0.000702,-0.0005493,0.000977,0.001312
0.008026,0.00949,3.05e-05,0.00891,-0.0356,-0.03247,0.003174,0.02316,-0.007385,-0.003204,0.0203,0.003632,-0.01175,0.02435,-0.006134,-0.002777,-0.006012,0.0003052,0.0003052,3.05e-05,0.0003662,0.001282,0.00119,0.00299,0.0004883,0.000702,-0.000763,0.0009155,0.001221
0.007507,0.00986,0.001038,-0.00354,-0.0362,-0.03763,0.001648,0.0235,-0.007324,-0.0009155,0.02667,0.00531,-0.006165,0.02032,-0.004913,-0.002716,-0.00589,0.0002136,0.0004578,3.05e-05,0.0007324,0.001709,0.00235,0.00296,0.0004272,0.000702,-0.000885,0.000763,0.00119
0.00705,0.01044,0.00293,-0.01605,-0.03412,-0.04007,0.0006714,0.02322,-0.00717,0.000519,0.03342,0.006256,-0.001953,0.01685,-0.003723,-0.002655,-0.005463,0.0,0.000519,0.0004578,0.001068,0.002106,0.003357,0.002808,0.0003662,0.000702,-0.001068,0.000641,0.001129
0.006714,0.01126,0.005676,-0.02808,-0.03018,-0.03995,0.0003967,0.02216,-0.00708,0.001251,0.03894,0.006317,0.0008545,0.015045,-0.002716,-0.002563,-0.00476,-0.0001526,0.0007324,0.001129,0.001373,0.002472,0.00412,0.002502,0.0003357,0.0007324,-0.00116,0.0004272,0.001038
0.00656,0.012146,0.00955,-0.03885,-0.02472,-0.03738,0.0006714,0.02042,-0.00708,0.001556,0.04248,0.005524,0.002441,0.015076,-0.002014,-0.00235,-0.003967,-0.0003967,0.0008545,0.001801,0.001709,0.002563,0.004547,0.002045,0.0002441,0.000763,-0.001282,0.0002441,0.0008545
0.00647,0.013,0.014404,-0.04733,-0.01837,-0.03265,0.001587,0.01794,-0.00705,0.001282,0.0422,0.003113,0.002808,0.01584,-0.0017395,-0.002167,-0.003052,-0.0006104,0.000885,0.002472,0.001953,0.002655,0.004547,0.001709,9.155e-05,0.000702,-0.001282,-6.104e-05,0.000702
0.0065,0.0137,0.01941,-0.05264,-0.011475,-0.0263,0.003082,0.01526,-0.00699,0.001038,0.03848,-9.155e-05,0.002167,0.01569,-0.001801,-0.001892,-0.002136,-0.0007324,0.000946,0.002838,0.002197,0.002716,0.004395,0.001556,3.05e-05,0.0006104,-0.001312,-0.0003052,0.0003967
0.006622,0.01428,0.02429,-0.0538,-0.004517,-0.01859,0.00479,0.01245,-0.006744,0.0006714,0.033,-0.003967,0.000702,0.013214,-0.002014,-0.001709,-0.001587,-0.0006714,0.0009155,0.003174,0.002289,0.002716,0.00403,0.001434,-9.155e-05,0.000519,-0.001312,-0.0006104,0.0001526
0.006897,0.01459,0.02826,-0.05072,0.002075,-0.01022,0.00659,0.00998,-0.006104,3.05e-05,0.02747,-0.007965,-0.001617,0.007812,-0.002197,-0.001434,-0.001221,-0.0005493,0.0009155,0.003815,0.002228,0.002777,0.003479,0.001526,-0.0003052,0.0004272,-0.001404,-0.000885,-6.104e-05
0.007507,0.01465,0.03122,-0.0436,0.00809,-0.001617,0.00812,0.007935,-0.00525,-0.0004272,0.02243,-0.010925,-0.004395,0.0007324,-0.002136,-0.001129,-0.001038,-0.0004272,0.000946,0.004456,0.002045,0.002777,0.00293,0.00177,-0.0003967,0.0003662,-0.001434,-0.001099,-0.0003052
0.00842,0.014435,0.03314,-0.03345,0.01291,0.006805,0.00931,0.006348,-0.00409,-0.000977,0.01797,-0.01303,-0.00705,-0.00644,-0.001801,-0.000946,-0.0006714,-0.0002747,0.001007,0.005066,0.0017395,0.002747,0.002441,0.001953,-0.0004578,0.0002136,-0.001282,-0.001465,-0.0003662
