c3_1,c3_2,d3_1,d3_2,e3_1,e3_2,f3_1,f3_2,g3_1,g3_2,a3_1,a3_2,b3_1,b3_2,d-3_1,d-3_2,d-3_3,e-3_1,e-3_2,e-3_3,g-3_1,g-3_2,g-3_3,a-3_1,a-3_2,a-3_3,b-3_1,b-3_2,b-3_3
0.002655,0.00354,0.00659,0.00357,0.003601,0.003418,-0.00058,0.001404,-0.0002747,-0.00058,0.003723,-0.001221,-0.000885,-0.002808,0.0002136,6.104e-05,9.155e-05,-3.05e-05,-6.104e-05,0.0001221,0.0004883,0.0002441,0.001282,6.104e-05,0.0002136,0.0002441,-0.0003967,-0.0001831,-0.0002747
0.00299,0.003448,0.005768,0.003662,0.00354,0.003326,-0.00058,0.001404,-0.0002747,-0.0006714,0.004852,-0.001495,0.0004578,-0.002869,0.0001526,0.0,0.0001221,6.104e-05,-6.104e-05,0.0001526,0.000519,0.0001831,0.001312,6.104e-05,0.0001526,0.0002747,-0.0003967,-0.0001831,-0.0003052
0.003723,0.003387,0.00476,0.003754,0.00354,0.003265,-0.0005493,0.001373,-0.0003357,-0.0009155,0.005646,-0.001831,0.001923,-0.002777,6.104e-05,0.0,0.0001526,0.0,-3.05e-05,6.104e-05,0.000519,0.0001526,0.001312,3.05e-05,0.0001831,0.0003357,-0.0003967,-0.0002136,-0.0002136
0.005005,0.003357,0.003845,0.003723,0.003815,0.003143,-0.000641,0.001404,-0.0002747,-0.000946,0.006165,-0.002045,0.003174,-0.002563,0.0,0.0,0.0001831,6.104e-05,-6.104e-05,6.104e-05,0.000519,0.0002441,0.001343,3.05e-05,0.0001526,0.0002747,-0.0003662,-0.0002441,-0.0002441
0.00641,0.003296,0.003235,0.003601,0.00418,0.003143,-0.0007324,0.001404,-0.0002747,-0.000885,0.006226,-0.00235,0.00412,-0.002197,6.104e-05,6.104e-05,0.0001526,9.155e-05,-6.104e-05,6.104e-05,0.0004578,0.0002441,0.00119,3.05e-05,0.0002136,0.0003662,-0.0003357,-0.0002136,-0.0002441
0.00769,0.003235,0.00293,0.003326,0.00479,0.003052,-0.000885,0.001251,-0.0003052,-0.000763,0.00595,-0.002502,0.004852,-0.001617,6.104e-05,6.104e-05,0.0001526,0.0001221,0.0,3.05e-05,0.0004578,0.0002441,0.001007,6.104e-05,0.0002136,0.0003052,-0.0002747,-0.0002441,-0.0002441
0.008514,0.003143,0.003082,0.002838,0.00537,0.00299,-0.001068,0.001038,-0.0003052,-0.0005493,0.005188,-0.002655,0.005096,-0.000885,6.104e-05,9.155e-05,0.0001831,6.104e-05,3.05e-05,3.05e-05,0.0003662,0.0003052,0.000885,6.104e-05,0.0001526,0.0002441,-0.0002441,-0.0002441,-0.0002441
0.008514,0.00296,0.003418,0.00238,0.0058,0.002716,-0.00116,0.000763,-0.0003662,-0.0004272,0.00421,-0.002747,0.005127,-0.0002136,0.0001831,6.104e-05,0.0001831,3.05e-05,0.0,9.155e-05,0.0003662,0.0003052,0.000763,3.05e-05,0.0001831,0.0002747,-0.0001526,-0.0001831,-0.0002136
0.00824,0.002686,0.003723,0.001892,0.006042,0.002563,-0.001282,0.0006104,-0.0006104,-0.0002747,0.00296,-0.002716,0.005005,0.0001831,0.0002136,0.0001221,0.0001526,3.05e-05,3.05e-05,0.0001221,0.0003662,0.0002747,0.000641,0.0,0.0001526,0.0002441,-0.0001221,-0.0001831,-0.0001221
0.0076,0.00241,0.003906,0.001678,0.00589,0.002533,-0.001373,0.0004272,-0.000885,-0.0002747,0.001404,-0.002747,0.004517,0.0003662,0.0002441,6.104e-05,0.0002136,-3.05e-05,-3.05e-05,0.0002441,0.0003967,0.0002441,0.0005493,0.0,0.0001526,0.0002136,-6.104e-05,-9.155e-05,-0.0001831
0.006866,0.002106,0.00409,0.001526,0.005432,0.002655,-0.001465,0.0003662,-0.001282,-0.0004272,-0.0003052,-0.002594,0.003693,0.0001526,0.0002136,0.0,0.0002441,6.104e-05,-3.05e-05,0.0002747,0.0003052,0.0001831,0.00058,-9.155e-05,0.0001526,0.0001526,-6.104e-05,-9.155e-05,-0.0001526
0.006042,0.001953,0.004242,0.001587,0.00467,0.0029,-0.001617,0.0003052,-0.001495,-0.0005493,-0.001953,-0.002502,0.002716,-0.0001526,9.155e-05,0.0,0.0002747,9.155e-05,3.05e-05,0.0003052,0.0003052,0.0002136,0.0004578,-9.155e-05,0.0001831,0.0002441,-0.0001221,-0.0001221,-9.155e-05
0.005035,0.001984,0.00461,0.001862,0.003632,0.003082,-0.001801,0.0002441,-0.001617,-0.0006104,-0.003448,-0.00235,0.001648,-0.000519,0.0001221,0.0,0.0002747,0.0001221,0.0,0.0003357,0.0003357,0.0001221,0.0004578,-0.0001221,0.0001831,0.0002441,-3.05e-05,-6.104e-05,-0.0001221
0.003967,0.002289,0.00522,0.002136,0.002563,0.003418,-0.002106,0.0002136,-0.001678,-0.0006714,-0.00464,-0.002197,0.0004272,-0.000763,6.104e-05,3.05e-05,0.0002441,9.155e-05,3.05e-05,0.0003052,0.0002136,0.0001526,0.0003967,-0.0001221,0.0001831,0.0003052,0.0,-9.155e-05,-0.0001526
0.002869,0.002777,0.00598,0.002472,0.001617,0.003632,-0.00235,0.0002136,-0.001709,-0.00058,-0.00537,-0.002045,-0.0006714,-0.0007935,6.104e-05,-3.05e-05,0.0003052,9.155e-05,0.0,0.0002747,0.0001831,0.0001526,0.0003662,-9.155e-05,0.0001831,0.0002441,-3.05e-05,-0.0001831,-0.0002441
0.001801,0.003387,0.006866,0.002777,0.0008545,0.003845,-0.002502,0.0001221,-0.001587,-0.000519,-0.005646,-0.001801,-0.001709,-0.00058,9.155e-05,3.05e-05,0.0003052,9.155e-05,-3.05e-05,0.0002136,0.0002136,0.0001526,0.0003357,6.104e-05,0.0001831,0.0002747,-0.0001221,-0.0001526,-0.0002136
0.001007,0.003967,0.0076,0.003021,0.0004578,0.00409,-0.002594,3.05e-05,-0.001526,-0.0003967,-0.00534,-0.001648,-0.00238,-0.0002441,9.155e-05,-3.05e-05,0.0003662,3.05e-05,3.05e-05,0.0001526,0.0001526,0.0001831,0.0002441,6.104e-05,0.0001221,0.0002747,-6.104e-05,-0.0001221,-0.0002747
0.0004578,0.004456,0.00787,0.003082,0.0002441,0.004272,-0.002625,-6.104e-05,-0.001495,-0.0003967,-0.004486,-0.001434,-0.002747,0.0001526,0.0001526,0.0,0.0003357,-3.05e-05,6.104e-05,0.0001526,9.155e-05,9.155e-05,0.0002136,9.155e-05,0.0001526,0.0002747,-3.05e-05,-0.0001526,-0.0003052
0.0003052,0.004547,0.0076,0.003204,0.0002136,0.004486,-0.002533,-3.05e-05,-0.001587,-0.0003052,-0.003235,-0.001343,-0.002655,0.0005493,0.0002136,6.104e-05,0.0003967,-6.104e-05,3.05e-05,0.0001831,9.155e-05,9.155e-05,0.0001526,3.05e-05,6.104e-05,0.0003052,-6.104e-05,-6.104e-05,-0.0003357
0.0006104,0.004364,0.006775,0.003296,0.0003662,0.0047,-0.002472,9.155e-05,-0.001617,-0.0002747,-0.001678,-0.001221,-0.002075,0.00058,0.0002441,3.05e-05,0.0003662,-6.104e-05,9.155e-05,0.0002136,6.104e-05,9.155e-05,0.0001831,-3.05e-05,0.0001526,0.0002747,-6.104e-05,-3.05e-05,-0.0001831
0.001343,0.003754,0.005585,0.003387,0.0006104,0.004913,-0.00235,0.0001526,-0.001709,-0.0003357,3.05e-05,-0.001129,-0.001282,0.000519,0.0002747,3.05e-05,0.0003052,-6.104e-05,9.155e-05,0.0003052,0.0,0.0,0.0001526,-6.104e-05,9.155e-05,0.0003052,-6.104e-05,-3.05e-05,-0.0002136
0.00235,0.002808,0.004364,0.003387,0.001007,0.004913,-0.002136,0.0002136,-0.001862,-0.0003052,0.001831,-0.001068,-0.0004578,0.0003967,0.0002747,3.05e-05,0.0002441,-3.05e-05,9.155e-05,0.0003052,6.104e-05,3.05e-05,0.0002441,-9.155e-05,3.05e-05,0.0003662,-9.155e-05,0.0,-9.155e-05
0.003265,0.001831,0.003418,0.003235,0.001526,0.004852,-0.001953,0.0002441,-0.001923,-0.0002747,0.00357,-0.0009155,0.0004578,0.0003357,0.0003052,0.0,0.0002136,0.0,9.155e-05,0.0003662,6.104e-05,3.05e-05,0.0003357,-9.155e-05,6.104e-05,0.0003967,-0.0001831,9.155e-05,-6.104e-05
0.00418,0.0009155,0.003021,0.003235,0.002075,0.0047,-0.001892,0.0002136,-0.002075,-6.104e-05,0.005127,-0.0009155,0.00119,0.0006104,0.0002441,-3.05e-05,0.0001831,3.05e-05,6.104e-05,0.0003052,6.104e-05,3.05e-05,0.0004578,-9.155e-05,3.05e-05,0.0004272,-0.0001221,6.104e-05,-9.155e-05
0.00461,0.0003662,0.003052,0.003082,0.002716,0.004456,-0.00177,0.0002441,-0.002167,0.0001526,0.006256,-0.0008545,0.0017395,0.000977,0.0003052,3.05e-05,0.0001831,-3.05e-05,6.104e-05,0.0002136,0.0001831,9.155e-05,0.0004883,-6.104e-05,3.05e-05,0.0003662,-0.0001831,0.0,-3.05e-05
0.00476,0.0003967,0.00351,0.00299,0.003662,0.004333,-0.001648,0.0002136,-0.002258,0.0003052,0.006927,-0.000885,0.002228,0.001465,0.0002441,0.0,0.0002136,-6.104e-05,3.05e-05,9.155e-05,0.0002136,9.155e-05,0.0005493,6.104e-05,9.155e-05,0.0004578,-0.0002136,-6.104e-05,-3.05e-05
0.00473,0.000824,0.00421,0.00296,0.00479,0.004272,-0.001495,0.0002441,-0.002289,0.0003357,0.006958,-0.000946,0.002441,0.002014,0.0002136,6.104e-05,0.0002136,-3.05e-05,0.0,0.0,0.0001831,6.104e-05,0.00058,0.0001221,0.0001221,0.0004883,-0.0002136,-3.05e-05,-6.104e-05
0.0047,0.001495,0.00473,0.002869,0.00589,0.004364,-0.001373,0.0003357,-0.00235,0.0002441,0.00644,-0.001099,0.002594,0.00238,0.0003357,6.104e-05,0.0001526,-0.0001221,0.0,0.0,0.0002136,0.0001221,0.000519,0.0001221,9.155e-05,0.0004578,-0.0001526,0.0,-3.05e-05
0.005127,0.00235,0.005005,0.002777,0.006836,0.004395,-0.00119,0.0003662,-0.00241,-9.155e-05,0.005554,-0.00119,0.002747,0.002502,0.0002441,6.104e-05,9.155e-05,-3.05e-05,9.155e-05,3.05e-05,0.0002136,0.0001831,0.0005493,0.0001831,0.0001221,0.0004578,-0.0001526,3.05e-05,3.05e-05
0.00583,0.00299,0.005035,0.002563,0.0076,0.004395,-0.001038,0.000519,-0.00235,-0.0003662,0.00418,-0.001282,0.002686,0.002533,0.0002747,9.155e-05,9.155e-05,-0.0001221,6.104e-05,6.104e-05,0.0002136,0.0001526,0.00058,0.0001526,0.0001221,0.0003967,-0.0001526,9.155e-05,6.104e-05
0.006653,0.003235,0.004974,0.00232,0.00806,0.00421,-0.001038,0.0006104,-0.002289,-0.0007324,0.002716,-0.001404,0.002625,0.002686,0.0003052,0.0001526,9.155e-05,-6.104e-05,3.05e-05,9.155e-05,0.0001221,6.104e-05,0.000641,0.0001221,0.0001526,0.0003357,-0.0001221,6.104e-05,9.155e-05
0.007507,0.003052,0.004883,0.002014,0.00821,0.003937,-0.000977,0.0006714,-0.002289,-0.001007,0.00119,-0.001556,0.00235,0.002838,0.0003357,9.155e-05,9.155e-05,0.0,6.104e-05,0.0001831,0.0001526,9.155e-05,0.0006104,9.155e-05,9.155e-05,0.0003052,-9.155e-05,6.104e-05,0.0001526
0.00806,0.002502,0.004852,0.001953,0.007996,0.003448,-0.0009155,0.0007324,-0.002136,-0.001099,-0.0003357,-0.001556,0.001801,0.00296,0.0003662,9.155e-05,6.104e-05,0.0,6.104e-05,0.0002136,0.0001831,3.05e-05,0.0007324,3.05e-05,0.0001221,0.0003662,-0.0001221,3.05e-05,0.0001526
0.00824,0.001862,0.004883,0.002136,0.007782,0.003052,-0.000763,0.0006104,-0.002014,-0.001129,-0.0017395,-0.001587,0.001312,0.00299,0.0003662,0.0001526,6.104e-05,0.0,6.104e-05,0.0002136,0.0002441,0.0,0.000824,-3.05e-05,0.0001526,0.0004272,-0.0001526,-3.05e-05,0.0001831
0.00809,0.001282,0.00476,0.002716,0.007507,0.002808,-0.000763,0.00058,-0.001862,-0.000977,-0.0029,-0.00177,0.0008545,0.002808,0.0003967,9.155e-05,0.0,-3.05e-05,-3.05e-05,0.0001831,0.0001831,0.0,0.0007935,3.05e-05,0.0001221,0.0004272,-9.155e-05,-6.104e-05,0.0002136
0.00784,0.000885,0.004364,0.003448,0.00714,0.002686,-0.0006714,0.000519,-0.001801,-0.000885,-0.003723,-0.0017395,0.0004578,0.002533,0.0003662,0.0001221,0.0,-3.05e-05,6.104e-05,6.104e-05,0.0002441,-3.05e-05,0.0008545,6.104e-05,0.0001526,0.0004578,0.0,-9.155e-05,9.155e-05
0.007507,0.000763,0.003723,0.004242,0.006836,0.002594,-0.0005493,0.0004883,-0.0017395,-0.0007935,-0.00418,-0.001801,0.0002747,0.002106,0.0003967,0.0001221,3.05e-05,-9.155e-05,6.104e-05,-3.05e-05,0.0002136,0.0,0.000885,6.104e-05,0.0001221,0.0004578,0.0,-0.0001221,3.05e-05
0.00708,0.000824,0.0029,0.00473,0.006348,0.002594,-0.0003967,0.00058,-0.001648,-0.000641,-0.00421,-0.001862,0.0002136,0.001556,0.0004272,0.0001526,0.0,3.05e-05,6.104e-05,-9.155e-05,0.0001526,-6.104e-05,0.000824,6.104e-05,0.0002136,0.0004578,0.0,-0.0001526,-3.05e-05
0.00653,0.001007,0.002014,0.00479,0.0058,0.002563,-0.0002136,0.0005493,-0.001648,-0.0006714,-0.003845,-0.001923,6.104e-05,0.0008545,0.0004883,3.05e-05,-6.104e-05,0.0,6.104e-05,-0.0001831,0.0001526,-6.104e-05,0.000702,9.155e-05,0.0001526,0.0004272,3.05e-05,-9.155e-05,0.0
0.00583,0.001129,0.001556,0.004364,0.004944,0.002502,-6.104e-05,0.00058,-0.001678,-0.000702,-0.003082,-0.001831,-0.0001221,9.155e-05,0.000519,6.104e-05,0.0,-3.05e-05,6.104e-05,-9.155e-05,0.0001221,-3.05e-05,0.0006104,3.05e-05,0.0001831,0.0003662,0.0,-9.155e-05,0.0
0.005035,0.001068,0.001587,0.003448,0.00409,0.002472,9.155e-05,0.0006714,-0.001709,-0.0006714,-0.002106,-0.0017395,-0.0002747,-0.0007935,0.0005493,3.05e-05,-6.104e-05,0.0,3.05e-05,-6.104e-05,0.0001221,-6.104e-05,0.0005493,-3.05e-05,0.0001526,0.0003357,-9.155e-05,-6.104e-05,3.05e-05
0.00415,0.001068,0.002289,0.002472,0.003387,0.002502,0.0002441,0.0006104,-0.001709,-0.0007324,-0.0008545,-0.001678,-0.0003662,-0.001801,0.0005493,-9.155e-05,-9.155e-05,0.0,0.0,3.05e-05,9.155e-05,-9.155e-05,0.0004883,-9.155e-05,0.0001526,0.0003357,-3.05e-05,-6.104e-05,3.05e-05
0.003357,0.000885,0.003418,0.001526,0.002747,0.002594,0.0002441,0.000519,-0.0017395,-0.0006104,0.0003967,-0.001556,-0.0003662,-0.002777,0.000519,0.0,-0.0001526,0.0,-6.104e-05,3.05e-05,0.0001221,-0.0001526,0.0003967,-9.155e-05,0.0001221,0.0003357,0.0,-0.0001221,6.104e-05
0.002563,0.0006104,0.00467,0.001007,0.002289,0.002777,0.0002441,0.0004883,-0.0017395,-0.0005493,0.001434,-0.001373,-9.155e-05,-0.003876,0.000519,-3.05e-05,-0.0001221,-6.104e-05,-9.155e-05,0.0001221,9.155e-05,-9.155e-05,0.0003967,-0.0001526,6.104e-05,0.0003052,0.0,-6.104e-05,3.05e-05
0.001923,0.0003967,0.005737,0.00116,0.002014,0.00296,0.0001831,0.0004272,-0.00177,-0.0004272,0.002441,-0.00116,0.0002136,-0.004913,0.0004272,-3.05e-05,-3.05e-05,6.104e-05,-9.155e-05,6.104e-05,9.155e-05,-0.0001221,0.0003357,-0.0001831,0.0001221,0.0003662,3.05e-05,-0.0001526,0.0
0.001556,0.0002441,0.006348,0.00177,0.001953,0.003021,3.05e-05,0.0003662,-0.0017395,-0.0003357,0.003113,-0.001068,0.000702,-0.005707,0.0003967,3.05e-05,-9.155e-05,3.05e-05,-0.0001221,0.0,6.104e-05,-0.0002136,0.0003357,-0.0002136,9.155e-05,0.0003662,0.0,-0.0001526,3.05e-05
0.001251,0.0001526,0.006622,0.00241,0.001801,0.0029,-0.0001526,0.0003662,-0.001709,-0.0002441,0.003418,-0.000977,0.001068,-0.006226,0.0003967,0.0,-9.155e-05,3.05e-05,-0.0001526,-9.155e-05,6.104e-05,-0.0001221,0.0003052,-0.0001526,9.155e-05,0.0003357,-3.05e-05,-0.0001221,-9.155e-05
0.001221,0.0002441,0.006348,0.003052,0.0017395,0.002808,-0.0003052,0.0003967,-0.001556,-0.0002136,0.003448,-0.0008545,0.001434,-0.006226,0.0003357,-3.05e-05,-0.0001221,3.05e-05,-0.0001526,-0.0001526,0.0001221,-0.0001526,0.0003052,-0.0001526,9.155e-05,0.0003052,6.104e-05,-0.0001526,-0.0001221
0.001282,0.0002441,0.005646,0.003418,0.0017395,0.00241,-0.0004272,0.0003357,-0.001373,-0.0001221,0.003082,-0.0007935,0.001678,-0.005707,0.0003357,-6.104e-05,-9.155e-05,3.05e-05,-0.0001831,-0.0002747,0.0,-0.0001526,0.0001831,-0.0001526,6.104e-05,0.0003052,3.05e-05,-6.104e-05,-9.155e-05
0.001526,0.0003052,0.004425,0.003662,0.00177,0.002167,-0.0005493,0.0002441,-0.001251,-3.05e-05,0.002594,-0.000702,0.001801,-0.00482,0.0002747,-0.0001526,-0.0001526,6.104e-05,-9.155e-05,-0.0002747,-9.155e-05,-0.0002136,6.104e-05,-0.0001221,9.155e-05,0.0003357,-6.104e-05,-3.05e-05,-9.155e-05
0.001678,0.0003357,0.0029,0.003723,0.001862,0.001953,-0.000641,6.104e-05,-0.001007,-3.05e-05,0.001862,-0.0006714,0.001923,-0.003479,0.0002136,-0.0001221,-9.155e-05,3.05e-05,-9.155e-05,-0.0001831,-0.0001221,-0.0002136,3.05e-05,-0.0001831,6.104e-05,0.0003357,-3.05e-05,9.155e-05,-6.104e-05
0.001678,0.0004578,0.001312,0.003937,0.001953,0.00177,-0.0007324,-6.104e-05,-0.0008545,-0.0002747,0.000977,-0.0006714,0.001984,-0.001984,0.0002441,-0.0001526,-6.104e-05,3.05e-05,-6.104e-05,-0.0001221,-0.0001526,-0.0001526,-3.05e-05,-0.0001831,6.104e-05,0.0003357,-0.0001221,9.155e-05,-3.05e-05
0.001434,0.0004883,-0.0002441,0.004242,0.002014,0.00177,-0.0009155,-0.0001221,-0.000702,-0.0004578,9.155e-05,-0.0007324,0.002045,-0.0004272,0.0002136,-0.0001221,-9.155e-05,3.05e-05,-3.05e-05,-9.155e-05,-0.0001526,-0.0001221,-3.05e-05,-0.0002441,6.104e-05,0.0003357,0.0,9.155e-05,3.05e-05
0.000885,0.0007935,-0.001312,0.00467,0.002045,0.00177,-0.00116,-0.0002441,-0.0004883,-0.000946,-0.000641,-0.0007935,0.002045,0.001068,0.0002136,0.0,-6.104e-05,3.05e-05,0.0,0.0,-9.155e-05,-0.0001221,3.05e-05,-0.0002747,0.0,0.0003967,-6.104e-05,0.0,6.104e-05
9.155e-05,0.001129,-0.001801,0.004944,0.002045,0.00177,-0.001282,-0.0002441,-0.0003662,-0.001404,-0.001251,-0.0007935,0.002014,0.00238,0.0002441,-0.0001221,-3.05e-05,-3.05e-05,-3.05e-05,6.104e-05,-0.0001221,-0.0001526,0.0001221,-0.0003662,6.104e-05,0.0004272,-6.104e-05,-3.05e-05,0.0
-0.000763,0.001434,-0.002014,0.004883,0.001984,0.001831,-0.001495,-0.0002441,-0.0003357,-0.001648,-0.0017395,-0.0009155,0.001831,0.00357,0.0001831,-9.155e-05,-3.05e-05,-3.05e-05,-6.104e-05,3.05e-05,-3.05e-05,-0.0001221,0.0002747,-0.0003967,6.104e-05,0.0003967,-9.155e-05,-3.05e-05,3.05e-05
-0.001465,0.001801,-0.001923,0.004578,0.001984,0.00177,-0.001617,-0.0003357,-0.0003967,-0.0017395,-0.0017395,-0.000977,0.001587,0.00464,0.0002136,0.0,-6.104e-05,0.0,-6.104e-05,3.05e-05,-9.155e-05,-0.0001831,0.0003967,-0.0003052,6.104e-05,0.0003967,-0.0001831,-6.104e-05,3.05e-05
-0.001862,0.002075,-0.001587,0.003784,0.002014,0.001587,-0.00177,-0.0004272,-0.0004578,-0.001526,-0.001556,-0.001038,0.001099,0.005493,0.0002441,0.0,0.0,-9.155e-05,-0.0001221,-6.104e-05,-6.104e-05,-0.0001221,0.0004272,-0.0003357,0.0001221,0.0003662,-0.0001831,-6.104e-05,6.104e-05
-0.001801,0.002228,-0.00119,0.0029,0.002075,0.001495,-0.001862,-0.000519,-0.0006714,-0.00116,-0.000977,-0.001068,0.0003662,0.006165,0.0001831,0.0,-3.05e-05,-9.155e-05,-3.05e-05,-3.05e-05,-3.05e-05,-0.0001221,0.0004578,-0.0001831,0.0001526,0.0003662,-0.0001831,-3.05e-05,3.05e-05
-0.001221,0.00238,-0.0006714,0.001923,0.002258,0.001343,-0.001831,-0.000641,-0.000977,-0.000763,-0.0001221,-0.001038,-0.0002441,0.00659,0.0002136,-3.05e-05,-6.104e-05,-9.155e-05,0.0,-9.155e-05,-9.155e-05,-0.0001221,0.000519,-0.0002136,6.104e-05,0.0003662,-0.0001526,0.0,9.155e-05
-0.0001526,0.002563,-9.155e-05,0.001221,0.00241,0.001282,-0.001831,-0.000641,-0.001282,-0.0003357,0.000885,-0.001068,-0.000977,0.00656,0.0001831,-3.05e-05,-6.104e-05,-9.155e-05,6.104e-05,-9.155e-05,-3.05e-05,-0.0001526,0.0004578,-0.0001526,6.104e-05,0.0003357,-0.0001526,3.05e-05,6.104e-05
0.000885,0.00235,0.0006104,0.000885,0.00232,0.001404,-0.00177,-0.0005493,-0.001526,-0.0001526,0.002106,-0.001099,-0.001465,0.006226,0.0001831,-6.104e-05,-6.104e-05,-0.0001221,9.155e-05,-3.05e-05,-3.05e-05,-0.0001526,0.0004883,-0.0001831,3.05e-05,0.0003052,-0.0001526,6.104e-05,9.155e-05
0.001892,0.00241,0.001221,0.000946,0.002289,0.001587,-0.0017395,-0.0005493,-0.001831,-0.0001831,0.003357,-0.001068,-0.001923,0.005585,0.0001526,-9.155e-05,0.0,-0.0001526,3.05e-05,3.05e-05,0.0,-0.0001831,0.000519,-0.0001221,3.05e-05,0.0003052,-3.05e-05,0.0,0.0001526
0.002716,0.002136,0.0017395,0.001343,0.002197,0.001923,-0.001709,-0.0004578,-0.002075,-0.0002747,0.004578,-0.001068,-0.002258,0.004547,0.0001221,-6.104e-05,0.0,-0.0001526,3.05e-05,6.104e-05,-6.104e-05,-0.0002136,0.00058,-0.0001221,6.104e-05,0.0003357,-0.0001221,3.05e-05,0.0001526
0.003204,0.001831,0.001984,0.001709,0.002136,0.002228,-0.001648,-0.0004578,-0.002258,-0.0003357,0.005585,-0.001068,-0.002472,0.003387,0.0001221,-3.05e-05,-3.05e-05,-0.0001526,3.05e-05,9.155e-05,-9.155e-05,-0.0002747,0.00058,-0.0002136,9.155e-05,0.0003357,-9.155e-05,6.104e-05,0.0001221
0.003357,0.001465,0.001953,0.001923,0.002106,0.00235,-0.001434,-0.0004883,-0.00238,-0.0003967,0.0065,-0.001129,-0.00238,0.002228,0.0001831,0.0,0.0,-0.0001831,-3.05e-05,9.155e-05,-3.05e-05,-0.0001831,0.000641,-0.0001831,6.104e-05,0.0003662,3.05e-05,0.0,0.0001526
0.003296,0.001343,0.001526,0.001801,0.002045,0.002197,-0.001282,-0.000519,-0.00238,-0.0003052,0.00702,-0.001099,-0.001953,0.00116,0.0001831,-3.05e-05,6.104e-05,-9.155e-05,-3.05e-05,9.155e-05,0.0,-0.0001831,0.0007935,-0.0002136,0.0001221,0.0003662,-3.05e-05,0.0,3.05e-05
0.003235,0.001373,0.000885,0.001129,0.002014,0.001801,-0.000977,-0.000641,-0.00238,-0.0001526,0.007355,-0.00119,-0.001343,0.0002747,0.0001526,3.05e-05,9.155e-05,-3.05e-05,0.0,9.155e-05,3.05e-05,-0.0002441,0.0007935,-0.0002441,9.155e-05,0.0003662,-6.104e-05,3.05e-05,3.05e-05
0.003174,0.0017395,-9.155e-05,0.0002747,0.001984,0.001434,-0.000763,-0.000763,-0.00238,-3.05e-05,0.007202,-0.00119,-0.0005493,-0.00058,0.0002441,9.155e-05,0.0,0.0,-9.155e-05,9.155e-05,6.104e-05,-0.0002441,0.000641,-0.0002136,6.104e-05,0.0003357,3.05e-05,3.05e-05,3.05e-05
0.003357,0.002106,-0.001129,-0.000702,0.001923,0.001068,-0.0004578,-0.000702,-0.002258,-3.05e-05,0.006744,-0.001312,0.0003662,-0.001373,0.0001526,0.0001526,9.155e-05,6.104e-05,-3.05e-05,9.155e-05,6.104e-05,-0.0002441,0.000641,-0.0001526,3.05e-05,0.0003052,6.104e-05,6.104e-05,3.05e-05
0.003448,0.002136,-0.002075,-0.001526,0.001709,0.000824,-0.0002136,-0.0006104,-0.002136,-0.0001526,0.006042,-0.001312,0.001556,-0.002014,0.0001526,9.155e-05,6.104e-05,0.0001221,-3.05e-05,0.0,0.0,-0.0003052,0.0005493,-0.0002441,3.05e-05,0.0003052,9.155e-05,0.0001221,3.05e-05
0.00351,0.001923,-0.002777,-0.002014,0.001404,0.00058,-0.0001831,-0.0004883,-0.001984,-0.0003052,0.004913,-0.001312,0.002655,-0.002533,0.0001526,0.0,6.104e-05,3.05e-05,-3.05e-05,6.104e-05,0.0,-0.0002747,0.0003967,-0.0002136,6.104e-05,0.0002747,9.155e-05,9.155e-05,3.05e-05
0.003265,0.001495,-0.003052,-0.002136,0.001099,0.0004272,-0.0001831,-0.0003052,-0.001862,-0.0005493,0.003754,-0.001434,0.003662,-0.0029,0.0001831,0.0,6.104e-05,3.05e-05,-3.05e-05,0.0001221,-3.05e-05,-0.0002136,0.0003052,-0.0001221,0.0,0.0003357,9.155e-05,0.0001221,9.155e-05
0.002716,0.001373,-0.002838,-0.001648,0.000824,0.0003357,-0.0002136,-0.0001526,-0.0017395,-0.00058,0.002441,-0.001404,0.004364,-0.003174,0.0001526,-3.05e-05,9.155e-05,3.05e-05,3.05e-05,9.155e-05,-0.0001221,-0.0002747,0.0002136,-0.0001526,0.0,0.0002747,0.0001831,9.155e-05,0.0001221
0.002014,0.00119,-0.002045,-0.000977,0.000519,0.0002441,-0.0002441,-0.0001831,-0.001617,-0.0006104,0.001129,-0.001404,0.00479,-0.003143,0.0002136,-6.104e-05,0.0001221,0.0,0.0,9.155e-05,-0.0001221,-0.0001221,0.0002136,-0.0001221,3.05e-05,0.0002136,0.0001526,6.104e-05,6.104e-05
0.001068,0.001404,-0.001068,-0.0001831,0.0002441,0.0001526,-0.0003357,-0.0001221,-0.001587,-0.0006104,0.0,-0.001312,0.004852,-0.002869,0.0003357,-3.05e-05,6.104e-05,3.05e-05,-3.05e-05,0.0001831,-9.155e-05,-0.0001526,6.104e-05,-0.0001221,3.05e-05,0.0003052,0.0001221,6.104e-05,9.155e-05
0.0001526,0.001495,-3.05e-05,0.0002747,3.05e-05,3.05e-05,-0.0004272,-0.0001221,-0.001495,-0.0004578,-0.001007,-0.00119,0.00464,-0.00238,0.0002136,0.0,9.155e-05,-6.104e-05,-3.05e-05,0.0002136,-0.0001221,-0.0001831,9.155e-05,-0.0001526,0.0,0.0003052,6.104e-05,-3.05e-05,6.104e-05
